(0)Quattro Sensor,,,,,,,,
EMG RMS 1 (222.222),EMG RMS 2 (222.222),EMG RMS 3 (222.222),EMG RMS 4 (222.222),ORIENTATION W (74.074),ORIENTATION X (74.074),ORIENTATION Y (74.074),ORIENTATION Z (74.074),ORIENTATION ACCURACY (74.074)
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.9999961853027344,-0.00048065185546875,0.002330780029296875,0.000148773193359375,190.0
0.0,0.0,0.0,0.0,0.9999961853027344,-0.00046539306640625,0.003253936767578125,0.0001220703125,190.0
0.0,0.0,0.0,0.0,0.9999885559082031,4.9591064453125e-05,0.004695892333984375,-0.000217437744140625,190.0
0.0,0.0,0.0,0.0,0.9999847412109375,0.000461578369140625,0.00525665283203125,-0.000484466552734375,190.0
0.0,0.0,0.0,0.0,0.9999809265136719,0.0013427734375,0.006134033203125,-0.001194000244140625,190.0
0.0,0.0,0.0,0.0,0.9999771118164062,0.00173187255859375,0.006595611572265625,-0.001544952392578125,190.0
0.0,0.0,0.0,0.0,0.9999656677246094,0.0026397705078125,0.0075225830078125,-0.002410888671875,190.0
0.0,0.0,0.0,0.0,0.9999580383300781,0.003086090087890625,0.00794219970703125,-0.002834320068359375,190.0
0.0,0.0,0.0,0.0,0.9999465942382812,0.0037384033203125,0.0088043212890625,-0.00339508056640625,190.0
0.0,0.0,0.0,0.0,0.99993896484375,0.004405975341796875,0.00946807861328125,-0.00388336181640625,190.0
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.0,0.0,0.0,0.0,,,,,
0.31627291348400616,0.09482858223840158,0.0002907234131877264,0.10259063139321814,,,,,
0.3106239656064713,0.09519553085255683,0.0002907234131877264,0.10567319517499958,,,,,
0.28321907253571726,0.09451835027007881,0.0002907234131877264,0.10200028638443685,,,,,
0.24080224455047752,0.09693537074550386,0.0002907234131877264,0.08977141693553131,,,,,
0.21709111056418012,0.09871290772713008,0.0002907234131877264,0.08310707311406175,,,,,
0.21765108857050594,0.09716977971744493,0.0002907234131877264,0.08485721253809171,,,,,
